,"Heure locale
access_time
30mn
METAR",,Température,Temps,Pluie,Vent,Humidité,Bio-météo,Pt. de rosée,Pression,Visibilité
14515,2024-08-27 05:00:00,add_circle_outline,"12.7 °C
12.1 → 13",,0 mm/1h,"4 km/h
raf.10.1",93%,,11.6 °C,1019.3hPa,10 km
14516,2024-08-27 04:00:00,add_circle_outline,"12.8 °C
12.7 → 13.6",,0 mm/1h,"4 km/h
raf.7.9",94%,,11.9 °C,1019.8hPa,200 m
14517,2024-08-27 03:00:00,add_circle_outline,"13.6 °C
13.3 → 14.2",,0 mm/1h,"4 km/h
raf.5.8",88%,,11.6 °C,1020.4hPa,18 km
14518,2024-08-27 02:00:00,add_circle_outline,"14.1 °C
13.8 → 14.4",,0 mm/1h,"0 km/h
raf.4.3",91%,,12.7 °C,1021.2hPa,2.5 km
14519,2024-08-28 01:00:00,add_circle_outline,"17.7 °C
16.4 → 17.7",,0 mm/1h,"7 km/h
raf.22.3",87%,,15.5 °C,1017.4hPa,35 km
14520,2024-08-28 00:00:00,add_circle_outline,"16.5 °C
16.5 → 17.9",,0 mm/1h,"7 km/h
raf.18",89%,,14.7 °C,1017.0hPa,30 km
14521,2024-08-28 23:00:00,add_circle_outline,"18.0 °C
18 → 19",,0 mm/1h,"11 km/h
raf.23",81%,,14.7 °C,1016.5hPa,35 km
14522,2024-08-28 22:00:00,add_circle_outline,"19.0 °C
19 → 21",,0 mm/1h,"11 km/h
raf.27",75%,,14.5 °C,1016.1hPa,35 km
14523,2024-08-28 21:00:00,add_circle_outline,"21.0 °C
21 → 23.3",,0 mm/1h,"14 km/h
raf.24.1",63%,"24.1

22 ",13.7 °C,1015.0hPa,35 km
14524,2024-08-28 20:00:00,add_circle_outline,"23.4 °C
23.4 → 27.3",,0 mm/1h,"14 km/h

raf.31.7",57%,"26.9

172 ",14.4 °C,1013.9hPa,30 km
14525,2024-08-28 19:00:00,add_circle_outline,"27.3 °C
27 → 28.8",,0 mm/1h,"14 km/h

raf.31.3",47%,"31.2

308 ",15 °C,1013.0hPa,21 km
14526,2024-08-28 18:00:00,add_circle_outline,"28.6 °C
28.5 → 29.4",,0 mm/1h,"18 km/h

raf.30.6",43%,"32.4

472 ",14.8 °C,1012.6hPa,18 km
14527,2024-08-28 17:00:00,add_circle_outline,"29.2 °C
28.9 → 29.4",,0 mm/1h,"18 km/h

raf.32.8",41%,"32.8

639 ",14.6 °C,1012.5hPa,18 km
14528,2024-08-28 16:00:00,add_circle_outline,"29.1 °C
28.1 → 29.2",,0 mm/1h,"18 km/h

raf.32",38%,"32

706 ",13.3 °C,"1012.4hPa

=",18 km
14529,2024-08-28 15:00:00,add_circle_outline,"28.6 °C
27.9 → 28.8",,0 mm/1h,"14 km/h

raf.36",47%,"33.2

725 ",16.2 °C,1012.4hPa,17 km
14530,2024-08-28 14:00:00,add_circle_outline,"27.8 °C
26.8 → 28.1",,0 mm/1h,"18 km/h
raf.29.9",46%,"31.7

750 ",15.1 °C,1012.2hPa,16 km
14531,2024-08-28 13:00:00,add_circle_outline,"27.0 °C
24.9 → 27.1",,0 mm/1h,"11 km/h
raf.20.9",51%,"31.5

661 ",16 °C,1012.4hPa,16 km
14532,2024-08-28 12:00:00,add_circle_outline,"25.0 °C
22.7 → 25.1",,0 mm/1h,"7 km/h
raf.18.7",57%,"29.4

567 ",15.9 °C,"1012.6hPa

=",16 km
14533,2024-08-28 11:00:00,add_circle_outline,"22.7 °C
20 → 22.7",,0 mm/1h,"7 km/h
raf.15.5",62%,"26.6

453 ",15 °C,1012.6hPa,18 km
14534,2024-08-28 10:00:00,add_circle_outline,"19.9 °C
17.6 → 19.9",,0 mm/1h,"11 km/h
raf.15.1",69%,286 ,14 °C,1012.7hPa,14 km
14535,2024-08-28 09:00:00,add_circle_outline,"17.5 °C
14.1 → 17.5",,0 mm/1h,"11 km/h
raf.15.8",76%,131 ,13.2 °C,1012.7hPa,12 km
14536,2024-08-28 08:00:00,add_circle_outline,"14.0 °C
13.2 → 14.1",,0 mm/1h,"4 km/h
raf.5.8",96%,19 ,13.4 °C,1013.0hPa,7 km
14537,2024-08-28 07:00:00,add_circle_outline,"13.6 °C
13.4 → 14",,0 mm/1h,"4 km/h
raf.4.7",98%,,13.3 °C,1012.9hPa,100 m
14538,2024-08-28 06:00:00,add_circle_outline,"14.1 °C
14.1 → 15.1",,0.2 mm/1h,"4 km/h
raf.5",98%,,13.8 °C,1013.1hPa,200 m
14539,2024-08-28 05:00:00,add_circle_outline,"14.9 °C
14.3 → 14.9",,0 mm/1h,"4 km/h
raf.4.3",94%,,13.9 °C,1013.2hPa,9 km
14540,2024-08-28 04:00:00,add_circle_outline,"14.6 °C
14.5 → 15",,0 mm/1h,"4 km/h
raf.5.4",97%,,14.1 °C,1013.9hPa,400 m
14541,2024-08-28 03:00:00,add_circle_outline,"14.9 °C
14.7 → 15.5",,0 mm/1h,"4 km/h
raf.4.7",96%,,14.3 °C,1013.9hPa,200 m
14542,2024-08-28 02:00:00,add_circle_outline,"15.3 °C
15.2 → 16.1",,0 mm/1h,"4 km/h
raf.7.2",93%,,14.2 °C,1014.4hPa,200 m
14543,2024-08-29 01:00:00,add_circle_outline,"17.1 °C
17.1 → 17.6",,0 mm/1h,"11 km/h
raf.26.6",69%,,11.4 °C,1020.8hPa,45 km
14544,2024-08-29 00:00:00,add_circle_outline,"17.6 °C
17.6 → 17.9",,0 mm/1h,"14 km/h
raf.29.9",70%,,12.1 °C,1021.0hPa,40 km
14545,2024-08-29 23:00:00,add_circle_outline,"17.8 °C
17.7 → 17.9",,0 mm/1h,"11 km/h
raf.23.4",67%,,11.6 °C,1021.1hPa,40 km
14546,2024-08-29 22:00:00,add_circle_outline,"17.7 °C
17.7 → 18.3",,0 mm/1h,"14 km/h

raf.34.6",74%,,13 °C,1020.9hPa,35 km
14547,2024-08-29 21:00:00,add_circle_outline,"18.4 °C
18.4 → 19.2",,0 mm/1h,"18 km/h
raf.29.2",69%,11 ,12.6 °C,1020.3hPa,45 km
14548,2024-08-29 20:00:00,add_circle_outline,"19.3 °C
19.3 → 20.4",,0 mm/1h,"18 km/h
raf.28.8",60%,64 ,11.3 °C,1019.9hPa,45 km
14549,2024-08-29 19:00:00,add_circle_outline,"20.5 °C
20.5 → 21.7",,0 mm/1h,"18 km/h

raf.32",55%,"22.3

147 ",11.1 °C,1019.6hPa,45 km
14550,2024-08-29 18:00:00,add_circle_outline,"21.8 °C
21.7 → 22.5",,0 mm/1h,"14 km/h
raf.27",57%,"24.5

258 ",12.9 °C,1019.5hPa,35 km
14551,2024-08-29 17:00:00,add_circle_outline,"22.4 °C
21.9 → 22.6",,0 mm/1h,"14 km/h
raf.23.4",56%,"25.2

244 ",13.2 °C,1020.0hPa,30 km
14552,2024-08-29 16:00:00,add_circle_outline,"22.6 °C
22.5 → 23.4",,0 mm/1h,"14 km/h
raf.25.6",55%,"25.4

508 ",13.1 °C,1020.1hPa,40 km
14553,2024-08-29 15:00:00,add_circle_outline,"22.5 °C
22.1 → 22.9",,0 mm/1h,"14 km/h

raf.31.3",56%,"25.4

592 ",13.3 °C,1020.3hPa,29 km
14554,2024-08-29 14:00:00,add_circle_outline,"22.2 °C
21.3 → 22.3",,0 mm/1h,"7 km/h

raf.39.6",58%,"25.2

603 ",13.5 °C,1020.4hPa,30 km
14555,2024-08-29 13:00:00,add_circle_outline,"21.7 °C
19.9 → 21.8",,0 mm/1h,"7 km/h
raf.27.7",61%,"24.9

592 ",13.8 °C,1020.5hPa,5 km
14556,2024-08-29 12:00:00,add_circle_outline,"20.2 °C
18.9 → 20.8",,0 mm/1h,"14 km/h
raf.29.2",68%,"23.5

397 ",14.1 °C,1020.1hPa,24 km
14557,2024-08-29 11:00:00,add_circle_outline,"19.1 °C
18.6 → 19.6",,0 mm/1h,"14 km/h
raf.24.5",71%,322 ,13.7 °C,1020.3hPa,29 km
14558,2024-08-29 10:00:00,add_circle_outline,"18.5 °C
16.3 → 18.6",,0 mm/1h,"11 km/h
raf.22.7",74%,267 ,13.8 °C,1019.8hPa,29 km
14559,2024-08-29 09:00:00,add_circle_outline,"16.3 °C
14.6 → 16.4",,0 mm/1h,"11 km/h
raf.15.8",90%,108 ,14.7 °C,1019.1hPa,18 km
14560,2024-08-29 08:00:00,add_circle_outline,"14.7 °C
13.9 → 15",,0 mm/1h,"7 km/h
raf.15.8",97%,3 ,14.2 °C,1019.2hPa,10 km
14561,2024-08-29 07:00:00,add_circle_outline,"15.0 °C
15 → 16.3",,0 mm/1h,"4 km/h
raf.16.6",96%,,14.4 °C,1018.9hPa,10 km
14562,2024-08-29 06:00:00,add_circle_outline,"16.3 °C
16.3 → 16.9",,0 mm/1h,"11 km/h
raf.14.8",90%,,14.7 °C,1018.6hPa,30 km
14563,2024-08-29 05:00:00,add_circle_outline,"16.9 °C
16.9 → 17.1",,0 mm/1h,"11 km/h
raf.20.2",87%,,14.7 °C,1018.5hPa,30 km
14564,2024-08-29 04:00:00,add_circle_outline,"17.0 °C
16.6 → 17.1",,0 mm/1h,"14 km/h
raf.22.3",86%,,14.6 °C,1018.0hPa,35 km
14565,2024-08-29 03:00:00,add_circle_outline,"17.0 °C
17 → 17.8",,0 mm/1h,"14 km/h
raf.20.9",86%,,14.6 °C,1017.6hPa,40 km
14566,2024-08-29 02:00:00,add_circle_outline,"17.6 °C
17.4 → 17.8",,0 mm/1h,"11 km/h
raf.19.4",86%,,15.2 °C,1017.4hPa,45 km
14567,2024-08-30 01:00:00,add_circle_outline,"16.6 °C
16.5 → 16.6",,0 mm/1h,"7 km/h
raf.13.7",92%,,15.3 °C,1019.7hPa,18 km
14568,2024-08-30 00:00:00,add_circle_outline,"16.6 °C
16.6 → 16.9",,0 mm/1h,"7 km/h
raf.16.9",93%,,15.5 °C,1019.9hPa,19 km
14569,2024-08-30 23:00:00,add_circle_outline,"16.9 °C
16.5 → 16.9",,0 mm/1h,"11 km/h
raf.16.9",89%,,15.1 °C,1020.0hPa,25 km
14570,2024-08-30 22:00:00,add_circle_outline,"16.5 °C
16.5 → 17",,0 mm/1h,"7 km/h
raf.14.8",91%,,15 °C,1019.9hPa,27 km
14571,2024-08-30 21:00:00,add_circle_outline,"17.0 °C
16.9 → 17",,0 mm/1h,"7 km/h
raf.11.9",92%,,15.7 °C,1019.7hPa,19 km
14572,2024-08-30 20:00:00,add_circle_outline,"16.9 °C
16.8 → 16.9",,0.2 mm/1h,"7 km/h
raf.14.4",93%,8 ,15.8 °C,1019.5hPa,19 km
14573,2024-08-30 19:00:00,add_circle_outline,"16.8 °C
16.8 → 17",,0.7 mm/1h,"7 km/h
raf.13.3",93%,44 ,15.7 °C,1019.8hPa,19 km
14574,2024-08-30 18:00:00,add_circle_outline,"16.8 °C
16.5 → 16.9",,1.4 mm/1h,"7 km/h
raf.14.8",90%,72 ,15.1 °C,1020.0hPa,17 km
14575,2024-08-30 17:00:00,add_circle_outline,"16.6 °C
16.6 → 17",,1.4 mm/1h,"11 km/h
raf.13.3",91%,81 ,15.1 °C,1020.2hPa,11 km
14576,2024-08-30 16:00:00,add_circle_outline,"16.8 °C
16.7 → 17.1",,1.2 mm/1h,"7 km/h
raf.17.3",87%,114 ,14.6 °C,1020.4hPa,9 km
14577,2024-08-30 15:00:00,add_circle_outline,"17.0 °C
16.9 → 17.8",,1.4 mm/1h,"7 km/h
raf.13.3",90%,69 ,15.3 °C,1020.9hPa,8 km
14578,2024-08-30 14:00:00,add_circle_outline,"17.9 °C
17.9 → 18",,0 mm/1h,"11 km/h
raf.21.6",76%,78 ,13.6 °C,1020.8hPa,12 km
14579,2024-08-30 13:00:00,add_circle_outline,"17.9 °C
17.4 → 17.9",,0 mm/1h,"11 km/h
raf.22",73%,131 ,13 °C,1020.7hPa,30 km
14580,2024-08-30 12:00:00,add_circle_outline,"17.4 °C
16.6 → 17.4",,0 mm/1h,"11 km/h
raf.19.4",75%,83 ,12.9 °C,1021.0hPa,30 km
14581,2024-08-30 11:00:00,add_circle_outline,"16.6 °C
16.1 → 16.6",,0 mm/1h,"14 km/h
raf.19.8",79%,69 ,12.9 °C,1021.0hPa,28 km
14582,2024-08-30 10:00:00,add_circle_outline,"16.1 °C
15.5 → 16.1",,0 mm/1h,"14 km/h
raf.22",81%,44 ,12.8 °C,1020.8hPa,28 km
14583,2024-08-30 09:00:00,add_circle_outline,"15.5 °C
15 → 15.5",,0 mm/1h,"11 km/h
raf.18.7",83%,3 ,12.6 °C,1020.7hPa,19 km
14584,2024-08-30 08:00:00,add_circle_outline,"15.0 °C
14.9 → 15",,0 mm/1h,"11 km/h
raf.20.5",85%,,12.5 °C,1020.4hPa,27 km
14585,2024-08-30 07:00:00,add_circle_outline,"15.0 °C
14.8 → 15.1",,0 mm/1h,"11 km/h
raf.23",84%,,12.3 °C,1020.2hPa,27 km
14586,2024-08-30 06:00:00,add_circle_outline,"14.8 °C
14.3 → 14.8",,0 mm/1h,"11 km/h
raf.18",83%,,11.9 °C,1020.5hPa,26 km
14587,2024-08-30 05:00:00,add_circle_outline,"14.5 °C
14.4 → 14.7",,0 mm/1h,"7 km/h
raf.17.6",79%,,10.9 °C,1020.5hPa,40 km
14588,2024-08-30 04:00:00,add_circle_outline,"14.6 °C
14.6 → 15.7",,0 mm/1h,"11 km/h
raf.18.7",77%,,10.6 °C,"1020.8hPa

=",40 km
14589,2024-08-30 03:00:00,add_circle_outline,"15.7 °C
15.7 → 17",,0 mm/1h,"11 km/h
raf.21.6",70%,,10.2 °C,1021.1hPa,45 km
14590,2024-08-30 02:00:00,add_circle_outline,"17.0 °C
17 → 17.2",,0 mm/1h,"14 km/h
raf.21.6",65%,,10.4 °C,"1021.1hPa

=",45 km
14591,2024-08-31 01:00:00,add_circle_outline,"21 °C
20.9 → 21.3",,0 mm/1h,"11 km/h
raf.19.4",84%,27,18.2 °C,1013.7hPa,29 km
14592,2024-08-31 00:00:00,add_circle_outline,"21.3 °C
21.3 → 21.8",,0 mm/1h,"7 km/h
raf.12.6",82%,27.2,18.1 °C,1014.5hPa,30 km
14593,2024-08-31 23:00:00,add_circle_outline,"21.8 °C
21.8 → 22.2",,0 mm/1h,"7 km/h
raf.17.3",78%,27.5,17.8 °C,"1014.7hPa

=",35 km
14594,2024-08-31 22:00:00,add_circle_outline,"22.1 °C
22.1 → 22.9",,0 mm/1h,"11 km/h
raf.14.8",80%,28.3,18.5 °C,1014.8hPa,29 km
14595,2024-08-31 21:00:00,add_circle_outline,"22.9 °C
22.9 → 24.1",,0 mm/1h,"11 km/h
raf.13.7",79%,"29.6

11 ",19.1 °C,1014.8hPa,22 km
14596,2024-08-31 20:00:00,add_circle_outline,"24.1 °C
24.1 → 24.9",,0 mm/1h,"7 km/h
raf.15.8",72%,"30.5

97 ",18.7 °C,1014.7hPa,29 km
14597,2024-08-31 19:00:00,add_circle_outline,"24.9 °C
24.5 → 25.2",,0 mm/1h,"7 km/h
raf.19.4",69%,"31.3

294 ",18.8 °C,1015.1hPa,26 km
14598,2024-08-31 18:00:00,add_circle_outline,"24.6 °C
24.2 → 24.8",,0 mm/1h,"7 km/h
raf.19.8",70%,"31

289 ",18.8 °C,1015.5hPa,24 km
14599,2024-08-31 17:00:00,add_circle_outline,"24.3 °C
23.4 → 25.1",,0 mm/1h,"7 km/h
raf.15.1",67%,"30

553 ",17.8 °C,1016.0hPa,21 km
14600,2024-08-31 16:00:00,add_circle_outline,"23.3 °C
21.7 → 23.5",,0 mm/1h,"7 km/h
raf.23.8",70%,"28.8

647 ",17.5 °C,1016.5hPa,19 km
14601,2024-08-31 15:00:00,add_circle_outline,"21.6 °C
19.9 → 21.9",,0 mm/1h,"7 km/h
raf.15.5",76%,"26.9

489 ",17.2 °C,1017.0hPa,12 km
14602,2024-08-31 14:00:00,add_circle_outline,"20.0 °C
19 → 20.1",,0 mm/1h,"7 km/h
raf.17.6",81%,"24.9

294 ",16.6 °C,1017.6hPa,11 km
14603,2024-08-31 13:00:00,add_circle_outline,"18.8 °C
18 → 18.9",,0 mm/1h,"7 km/h
raf.18.7",85%,167 ,16.2 °C,1018.1hPa,9 km
14604,2024-08-31 12:00:00,add_circle_outline,"18.0 °C
17.5 → 18.1",,0 mm/1h,"7 km/h
raf.18.7",89%,131 ,16.2 °C,1018.6hPa,7 km
14605,2024-08-31 11:00:00,add_circle_outline,"17.5 °C
17 → 17.6",,0 mm/1h,"11 km/h
raf.20.5",89%,97 ,15.7 °C,1018.3hPa,9 km
14606,2024-08-31 10:00:00,add_circle_outline,"17.0 °C
16.5 → 17",,0 mm/1h,"11 km/h
raf.18.4",89%,47 ,15.2 °C,1018.3hPa,9 km
14607,2024-08-31 09:00:00,add_circle_outline,"16.5 °C
16.3 → 16.5",,0 mm/1h,"11 km/h
raf.18",91%,6 ,15 °C,1018.3hPa,9 km
14608,2024-08-31 08:00:00,add_circle_outline,"16.3 °C
16.1 → 16.3",,0 mm/1h,"11 km/h
raf.16.6",92%,,15 °C,1018.0hPa,9 km
14609,2024-08-31 07:00:00,add_circle_outline,"16.1 °C
16.1 → 16.2",,0 mm/1h,"7 km/h
raf.11.2",93%,,15 °C,1018.1hPa,9 km
14610,2024-08-31 06:00:00,add_circle_outline,"16.1 °C
16.1 → 16.1",,0 mm/1h,"7 km/h
raf.17.3",92%,,14.8 °C,1018.6hPa,12 km
14611,2024-08-31 05:00:00,add_circle_outline,"16.1 °C
16.1 → 16.4",,0.4 mm/1h,"11 km/h
raf.17.6",93%,,15 °C,1018.7hPa,11 km
14612,2024-08-31 04:00:00,add_circle_outline,"16.4 °C
16.4 → 16.5",,0 mm/1h,"11 km/h
raf.16.6",90%,,14.8 °C,1019.0hPa,16 km
14613,2024-08-31 03:00:00,add_circle_outline,"16.5 °C
16.5 → 16.6",,0 mm/1h,"11 km/h
raf.18.7",91%,,15 °C,1019.2hPa,17 km
14614,2024-08-31 02:00:00,add_circle_outline,"16.5 °C
16.4 → 16.6",,0 mm/1h,"7 km/h
raf.14",91%,,15 °C,1019.6hPa,19 km
14615,2024-09-01 01:00:00,add_circle_outline,"17.9 °C
17.9 → 18.3",,0 mm/1h,"11 km/h
raf.24.1",93%,,16.8 °C,1013.2hPa,8 km
14616,2024-09-01 00:00:00,add_circle_outline,"18.3 °C
18.3 → 18.7",,0 mm/1h,"14 km/h
raf.27",92%,,17 °C,1012.9hPa,9 km
14617,2024-09-01 23:00:00,add_circle_outline,"18.7 °C
18.7 → 19.1",,0 mm/1h,"14 km/h
raf.23.4",91%,,17.2 °C,1012.8hPa,9 km
14618,2024-09-01 22:00:00,add_circle_outline,"19.1 °C
19.1 → 19.7",,0 mm/1h,"14 km/h
raf.25.2",91%,,17.6 °C,1012.6hPa,13 km
14619,2024-09-01 21:00:00,add_circle_outline,"19.7 °C
19.7 → 19.9",,0 mm/1h,"14 km/h
raf.23",90%,,18 °C,1012.0hPa,17 km
14620,2024-09-01 20:00:00,add_circle_outline,"19.9 °C
19.7 → 19.9",,0 mm/1h,"14 km/h
raf.23.8",90%,25 ,18.2 °C,1011.7hPa,19 km
14621,2024-09-01 19:00:00,add_circle_outline,"19.8 °C
19.8 → 20.4",,0 mm/1h,"14 km/h
raf.27",92%,50 ,18.5 °C,1011.8hPa,9 km
14622,2024-09-01 18:00:00,add_circle_outline,"20.4 °C
19.9 → 20.5",,0 mm/1h,"14 km/h

raf.32",89%,"26.6

86 ",18.5 °C,1011.8hPa,35 km
14623,2024-09-01 17:00:00,add_circle_outline,"20.3 °C
19.9 → 20.4",,0 mm/1h,"18 km/h

raf.30.2",91%,"26.7

194 ",18.8 °C,1011.9hPa,20 km
14624,2024-09-01 16:00:00,add_circle_outline,"20.2 °C
20.1 → 20.5",,0 mm/1h,"18 km/h
raf.27",91%,"26.6

117 ",18.7 °C,1011.9hPa,6 km
14625,2024-09-01 15:00:00,add_circle_outline,"20.4 °C
20.3 → 21.2",,0.2 mm/1h,"18 km/h
raf.28.4",89%,"26.6

258 ",18.5 °C,1011.7hPa,50 km
14626,2024-09-01 14:00:00,add_circle_outline,"21.3 °C
21.2 → 23.6",,0 mm/1h,"18 km/h
raf.28.4",91%,"28.5

258 ",19.8 °C,"1011.4hPa

=",10 km
14627,2024-09-01 13:00:00,add_circle_outline,"23.4 °C
22 → 23.4",,0 mm/1h,"7 km/h
raf.22.3",78%,"30.2

486 ",19.3 °C,"1011.4hPa

=",17 km
14628,2024-09-01 12:00:00,add_circle_outline,"21.9 °C
20.7 → 21.9",,0 mm/1h,"14 km/h
raf.27.7",86%,"28.9

353 ",19.5 °C,1011.6hPa,16 km
14629,2024-09-01 11:00:00,add_circle_outline,"20.8 °C
19.7 → 20.8",,0 mm/1h,"11 km/h
raf.18",93%,"27.8

156 ",19.6 °C,1011.4hPa,9 km
14630,2024-09-01 10:00:00,add_circle_outline,"19.7 °C
19.1 → 19.7",,0 mm/1h,"7 km/h
raf.11.9",95%,69 ,18.9 °C,1011.4hPa,6 km
14631,2024-09-01 09:00:00,add_circle_outline,"19.1 °C
18.8 → 19.1",,0 mm/1h,"0 km/h
raf.5.8",95%,42 ,18.3 °C,1011.0hPa,6 km
14632,2024-09-01 08:00:00,add_circle_outline,"18.8 °C
18.6 → 18.9",,0 mm/1h,"4 km/h
raf.12.2",96%,,18.1 °C,1010.9hPa,6 km
14633,2024-09-01 07:00:00,add_circle_outline,"18.7 °C
18.7 → 19",,0.2 mm/1h,"7 km/h
raf.11.9",97%,,18.2 °C,1011.2hPa,5 km
14634,2024-09-01 06:00:00,add_circle_outline,"18.9 °C
18.9 → 19.3",,1.8 mm/1h,"7 km/h
raf.13.3",97%,,18.4 °C,1011.8hPa,7 km
14635,2024-09-01 05:00:00,add_circle_outline,"19.3 °C
19.1 → 19.3",,0.4 mm/1h,"7 km/h
raf.8.3",94%,,18.3 °C,1012.3hPa,10 km
14636,2024-09-01 04:00:00,add_circle_outline,"19.1 °C
19.1 → 20",,0 mm/1h,"7 km/h
raf.11.5",93%,,17.9 °C,1012.9hPa,16 km
14637,2024-09-01 03:00:00,add_circle_outline,"20.0 °C
20 → 20.6",,0 mm/1h,"7 km/h
raf.16.6",87%,25.7,17.8 °C,1012.4hPa,26 km
14638,2024-09-01 02:00:00,add_circle_outline,"20.6 °C
20.6 → 20.9",,0 mm/1h,"7 km/h
raf.18.4",84%,26.3,17.8 °C,1013.2hPa,29 km
14639,2024-09-02 01:00:00,add_circle_outline,"16.1 °C
15.2 → 16.1",,0 mm/1h,"11 km/h
raf.17.6",85%,,13.6 °C,1014.5hPa,16 km
14640,2024-09-02 00:00:00,add_circle_outline,"15.1 °C
14.8 → 16.3",,0 mm/1h,"11 km/h
raf.15.8",89%,,13.3 °C,1014.2hPa,40 km
14641,2024-09-02 23:00:00,add_circle_outline,"16.3 °C
16.3 → 18.2",,0 mm/1h,"11 km/h
raf.15.1",84%,,13.6 °C,1014.0hPa,55 km
14642,2024-09-02 22:00:00,add_circle_outline,"18.2 °C
18.1 → 18.8",,0 mm/1h,"11 km/h
raf.19.4",75%,,13.7 °C,1013.6hPa,55 km
14643,2024-09-02 21:00:00,add_circle_outline,"18.8 °C
18.8 → 19.5",,0 mm/1h,"7 km/h
raf.20.9",79%,22 ,15.1 °C,1013.1hPa,55 km
14644,2024-09-02 20:00:00,add_circle_outline,"19.5 °C
19.4 → 20.1",,0 mm/1h,"14 km/h

raf.33.1",77%,72 ,15.4 °C,1012.8hPa,55 km
14645,2024-09-02 19:00:00,add_circle_outline,"20.1 °C
20.1 → 21.3",,0 mm/1h,"14 km/h

raf.32.8",77%,"24.5

172 ",15.9 °C,1012.5hPa,55 km
14646,2024-09-02 18:00:00,add_circle_outline,"21.2 °C
21.1 → 21.7",,0 mm/1h,"18 km/h

raf.31",78%,"26.5

222 ",17.2 °C,"1012.4hPa

=",30 km
14647,2024-09-02 17:00:00,add_circle_outline,"21.2 °C
21 → 21.6",,0 mm/1h,"18 km/h
raf.29.9",81%,"26.9

214 ",17.8 °C,1012.3hPa,50 km
14648,2024-09-02 16:00:00,add_circle_outline,"21.7 °C
20.4 → 21.7",,0 mm/1h,"18 km/h

raf.31.7",82%,"27.9

367 ",18.5 °C,1012.2hPa,35 km
14649,2024-09-02 15:00:00,add_circle_outline,"20.4 °C
19.7 → 20.4",,0 mm/1h,"14 km/h
raf.26.6",87%,"26.4

136 ",18.2 °C,1012.4hPa,23 km
14650,2024-09-02 14:00:00,add_circle_outline,"19.7 °C
18.9 → 19.7",,0 mm/1h,"14 km/h
raf.27.7",92%,161 ,18.4 °C,1012.4hPa,30 km
14651,2024-09-02 13:00:00,add_circle_outline,"18.9 °C
18.6 → 19",,0.2 mm/1h,"18 km/h
raf.29.5",94%,128 ,17.9 °C,1012.6hPa,20 km
14652,2024-09-02 12:00:00,add_circle_outline,"18.5 °C
18.2 → 18.5",,0.8 mm/1h,"14 km/h
raf.24.5",94%,100 ,17.5 °C,1012.8hPa,9 km
14653,2024-09-02 11:00:00,add_circle_outline,"18.2 °C
17.6 → 18.3",,0.2 mm/1h,"18 km/h
raf.26.6",93%,156 ,17 °C,1012.9hPa,18 km
14654,2024-09-02 10:00:00,add_circle_outline,"17.7 °C
17.4 → 17.7",,0.6 mm/1h,"14 km/h
raf.23.4",93%,58 ,16.6 °C,1013.0hPa,11 km
14655,2024-09-02 09:00:00,add_circle_outline,"17.6 °C
17.4 → 17.7",,0.4 mm/1h,"14 km/h
raf.19.8",94%,22 ,16.6 °C,1013.0hPa,5 km
14656,2024-09-02 08:00:00,add_circle_outline,"17.3 °C
16.9 → 17.3",,0 mm/1h,"11 km/h
raf.18.7",93%,11 ,16.2 °C,1012.9hPa,10 km
14657,2024-09-02 07:00:00,add_circle_outline,"16.9 °C
16.6 → 16.9",,0 mm/1h,"7 km/h
raf.20.9",93%,,15.8 °C,1012.9hPa,11 km
14658,2024-09-02 06:00:00,add_circle_outline,"16.6 °C
15.6 → 16.6",,0 mm/1h,"7 km/h
raf.14.4",95%,,15.8 °C,1013.1hPa,8 km
14659,2024-09-02 05:00:00,add_circle_outline,"16.3 °C
16.3 → 16.9",,0 mm/1h,"4 km/h
raf.19.4",92%,,15 °C,1013.1hPa,14 km
14660,2024-09-02 04:00:00,add_circle_outline,"16.7 °C
16.6 → 16.9",,0 mm/1h,"11 km/h
raf.25.6",91%,,15.2 °C,1013.4hPa,12 km
14661,2024-09-02 03:00:00,add_circle_outline,"16.9 °C
16.9 → 17.3",,0 mm/1h,"14 km/h
raf.24.8",95%,,16.1 °C,1013.4hPa,7 km
14662,2024-09-02 02:00:00,add_circle_outline,"17.3 °C
17.3 → 17.9",,0 mm/1h,"14 km/h
raf.19.4",94%,,16.3 °C,1013.4hPa,7 km
14663,2024-09-03 01:00:00,add_circle_outline,"15.4 °C
15.4 → 15.9",,0 mm/1h,"7 km/h
raf.13",80%,,12 °C,1018.9hPa,28 km
14664,2024-09-03 00:00:00,add_circle_outline,"15.8 °C
15.7 → 16.4",,0 mm/1h,"7 km/h
raf.21.6",78%,,12 °C,1018.7hPa,28 km
14665,2024-09-03 23:00:00,add_circle_outline,"16.4 °C
16.4 → 17.3",,0 mm/1h,"14 km/h
raf.23.4",78%,,12.6 °C,1018.6hPa,28 km
14666,2024-09-03 22:00:00,add_circle_outline,"17.3 °C
17.3 → 17.8",,0 mm/1h,"7 km/h
raf.19.4",77%,,13.2 °C,1018.2hPa,30 km
14667,2024-09-03 21:00:00,add_circle_outline,"17.8 °C
17.8 → 18.4",,0 mm/1h,"11 km/h
raf.23",75%,,13.3 °C,1017.6hPa,35 km
14668,2024-09-03 20:00:00,add_circle_outline,"18.4 °C
18.4 → 20.1",,0 mm/1h,"14 km/h
raf.28.4",74%,42 ,13.7 °C,1017.1hPa,35 km
